0.9382554258342916		SimpleArgument(Hardware Store,List([35, 49)))	Relation(Located in,List([50, 57), [58, 60)))	SpatialArgument(Huntington,List([61, 71)))	Juergens Do-It Best Hardware is a Locally Owned Fourth Generation Full Service Paint and Hardware Store Located in Huntington, Indiana.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Screen , Re-Keying Lock - sets , Pool , Propane Filling ( Canning to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 222)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Screen , Re-Keying Lock - sets , Pool , Propane Filling ( Rental to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 221)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9045207649554154		SimpleArgument(Color Screen,List([93, 105)))	Relation(Re-Keying,List([108, 117)))	SimpleArgument(Lock - sets,List([118, 129)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Screen , Re-Keying Lock - sets , Pool , Propane Filling ( Tool & Equipment to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 231)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.8592297674562529	Context(The Juergens Family has,List([11, 34)))	SimpleArgument(The Juergens Family,List([11, 30)))	Relation(has Delivered Quality Service by Providing,List([31, 34), [35, 52)))	SimpleArgument(Color Screen , Re-Keying Lock - sets , Pool , Propane Filling ( Including RVs ) to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 230)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Including Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 271)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9497777438478693		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pond Chemicals , Propane Filling,List([93, 187)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Beekeeping Equipment to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 268)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Including Food Preservation Supplies to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 284)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Canning to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 255)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Rental to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 254)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Tool & Equipment to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 264)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9485377553740229		SimpleArgument(Color Window Treatment Installation,List([93, 128)))	Relation(Re-Keying,List([131, 140)))	SimpleArgument(Lock - sets , Pond Chemicals , Propane Filling ( Including RVs,List([141, 203)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Including RVs ) to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 263)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pool , Propane Filling ( UPS Shipping to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 250)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pool , Propane Filling ( Beekeeping Equipment to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 258)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.8535264079261291	Context(The Juergens Family has,List([11, 34)))	SimpleArgument(The Juergens Family,List([11, 30)))	Relation(has Delivered Quality Service by Providing,List([31, 34), [35, 52)))	SimpleArgument(Color Window Treatment Installation,List([93, 128)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pool , Propane Filling ( Canning to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 245)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pool , Propane Filling ( Rental to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 244)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9199569125504766		SimpleArgument(Color Window Treatment Installation,List([93, 128)))	Relation(Re-Keying,List([131, 140)))	SimpleArgument(Lock - sets,List([141, 152)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Window Treatment Installation , Re-Keying Lock - sets , Pool , Propane Filling ( Tool & Equipment to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 254)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9218288056436976		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Glass Cutting,List([93, 112)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9245575704762903		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing Color Glass Cutting , Re-Keying Lock - sets , Pool , Propane Filling to,List([78, 90), [93, 161), [171, 173)))	SimpleArgument(Store,List([174, 179)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9497777438478693		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Glass Cutting , Re-Keying Lock - sets , Pool , Propane Filling,List([93, 161)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.902318928242591		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing to,List([78, 90), [181, 183)))	SimpleArgument(Store,List([184, 189)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9497777438478693		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Glass Cutting , Re-Keying Lock - sets , Pool , Propane Filling ( Including RVs ) to Store,List([93, 188)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.8780037064600699		SimpleArgument(The Juergens Family,List([11, 30)))	Relation(has Delivered Quality Service to the Community Since,List([0, 5), [31, 67), [68, 77)))	TemporalArgument(1946,List([6, 10)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9569065201547587		SimpleArgument(The Juergens Family,List([11, 30)))	Relation(has,List([31, 34)))	SimpleArgument(Delivered Quality Service to the Community,List([35, 77)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Including Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 256)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9497777438478693		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading , Re-Keying Lock - sets , Pond Chemicals , Propane Filling,List([93, 172)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Beekeeping Equipment to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 253)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Including Food Preservation Supplies to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 269)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Canning to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 240)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Rental to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 239)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Tool & Equipment to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 249)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.902318928242591		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing Color Pipe Threading to,List([78, 90), [93, 113), [191, 193)))	SimpleArgument(Store,List([194, 199)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9218288056436976		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading,List([93, 113)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9218288056436976		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Pipe Threading , Re-Keying Lock - sets,List([93, 137)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.902318928242591		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing Color Key Cutting to,List([78, 90), [93, 110), [188, 190)))	SimpleArgument(Store,List([191, 196)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9218288056436976		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Key Cutting,List([93, 110)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
0.9112309152196717		SimpleArgument(Delivered Quality Service,List([35, 60)))	Relation(by Providing,List([78, 90)))	SimpleArgument(Color Computer Paint Matching , Re-Keying Lock - sets , Pond Chemicals , Propane Filling ( Including Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse,List([93, 265)))	Since 1946 The Juergens Family has Delivered Quality Service to the Community by Providing: Color Computer Paint Matching, Key Cutting, Pipe Threading, Blade Sharpening, Glass Cutting, Window Treatment Installation, Screen and Window Repair, Re-Keying Lock-sets, Pool and Pond Chemicals, Propane Filling (Including RVs), Tool & Equipment Rental, Canning and Food Preservation Supplies, Beekeeping Equipment, UPS Shipping, and Free Shipping to Store on Any of the Over 70,000 items in Our Warehouse.
